created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-01-31T21:30:35Z,1620535035668619300,1620535035668619266,😎🤟🏽 https://t.co/b4P4fsZn8J,😎🤟🏽 https://t.co/b4P4fsZn8J,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,30,1819,FALSE,NA,FALSE,NA,art,FALSE,NA,3,NA,,1620389770223554600,1620389770223554562,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T15:18:37Z,1620079042467864600,1620079042467864576,"Que grande crack , fui tu peluquero 🤣. Que bien te quedo y un abrazo enorme papá . https://t.co/TbgoH1lluZ","Que grande crack , fui tu peluquero 🤣. Que bien te quedo y un abrazo enorme papá . https://t.co/TbgoH1lluZ",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,2354,82569,FALSE,NA,FALSE,NA,es,FALSE,NA,82,NA,,1619926358263726e3,1619926358263726082,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T01:10:58Z,1.6198657234715361e+18,1619865723471536128,"Amigo , no des explicaciones porque siempre opinarán pelotudeces . Vos a lo tuyo que muchos deberían aprender del trabajo que haces día a día . Sos el mejor sin dudas y a muchos les duele 😅. Disfruta estos momentos que son únicos . Te quiero amigo❤️ https://t.co/TBzOlsOLlk","Amigo , no des explicaciones porque siempre opinarán pelotudeces . Vos a lo tuyo que muchos deberían aprender del trabajo que haces día a día . Sos el mejor sin dudas y a muchos les duele 😅. Disfruta estos momentos que son únicos . Te quiero amigo❤️ https://t.co/TBzOlsOLlk",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1786,87573,FALSE,NA,FALSE,NA,es,FALSE,NA,249,NA,,1619859820282273800,1619859820282273792,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T21:36:35Z,1619811771304513500,1619811771304513538,"Un honor vestir la camiseta de @BarcelonaSC y compartir la espectacular #NocheAmarilla2023 , Gracias a todos por tanto cariño y gracias Ecuador 🤟🏽 https://t.co/fHoQoGOqHF","Un honor vestir la camiseta de @BarcelonaSC y compartir la espectacular #NocheAmarilla2023 , Gracias a todos por tanto cariño y gracias Ecuador 🤟🏽 https://t.co/fHoQoGOqHF",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3034,29647,FALSE,NA,FALSE,NA,es,FALSE,NA,146,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-27T16:34:10Z,1619010889721716700,1619010889721716739,Gracias por la invitación crack! A disfrutar de la #NocheAmarilla2023 🤟🏽 https://t.co/HJ5C7cQRFF,Gracias por la invitación crack! A disfrutar de la #NocheAmarilla2023 🤟🏽 https://t.co/HJ5C7cQRFF,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,403,6266,FALSE,NA,FALSE,NA,es,FALSE,NA,72,NA,,1618772896129904600,1618772896129904640,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-27T14:21:46Z,1618977568878919700,1618977568878919681,Muy contento de que @Stake y @alfaromeoorlen esten juntos. Espero con ganas de verlos en la pista . 😎🤟🏽 https://t.co/bYkMSlOKug,Muy contento de que @Stake y @alfaromeoorlen esten juntos. Espero con ganas de verlos en la pista . 😎🤟🏽 https://t.co/bYkMSlOKug,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,45,1319,FALSE,NA,FALSE,NA,es,FALSE,NA,103,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-27T00:56:05Z,1618774811689521200,1618774811689521152,"Vamos que hay fiesta en la casa de @fitchinGG en @decentraland , que armaron con @MGH_DAO https://t.co/gVvnRNaVYt","Vamos que hay fiesta en la casa de @fitchinGG en @decentraland , que armaron con @MGH_DAO https://t.co/gVvnRNaVYt",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,52,1132,FALSE,NA,FALSE,NA,es,FALSE,NA,89,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-26T15:52:00Z,1618637890984226800,1618637890984226818,"Bueno abrazo gente , hasta la próxima 🤩 https://t.co/omtLe0Knwf","Bueno abrazo gente , hasta la próxima 🤩 https://t.co/omtLe0Knwf",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,169,9414,FALSE,NA,FALSE,NA,es,FALSE,NA,39,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-26T15:47:20Z,1618636716767838200,1618636716767838212,Bueno muchas gracias . Abrazo crack https://t.co/uLt5dLw0Bk,Bueno muchas gracias . Abrazo crack https://t.co/uLt5dLw0Bk,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,21,1438,FALSE,NA,FALSE,NA,es,FALSE,NA,35,NA,,1618636396042027e3,1618636396042027008,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-26T15:43:58Z,1618635868226596900,1618635868226596865,"Jeee, gracias 🤩 https://t.co/M2fZSnk7GY","Jeee, gracias 🤩 https://t.co/M2fZSnk7GY",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,18,1036,FALSE,NA,FALSE,NA,es,FALSE,NA,15,NA,,1618635570871435300,1618635570871435266,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
